/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_56_799.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_56_799.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_56_799.jpg,0,0,0,26.77006
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_56_880.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_56_880.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_56_880.jpg,0,0,0,26.55481
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_56_964.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_56_964.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_56_964.jpg,0,0,0,26.28819
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_044.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_044.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_044.jpg,-0.15,0,0,26.06813
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_113.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_113.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_113.jpg,-0.3,0,0,25.86838
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_181.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_181.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_181.jpg,-0.45,0,0,25.62606
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_263.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_263.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_263.jpg,-0.7,0,0,25.12653
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_330.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_330.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_330.jpg,-0.8500001,0,0,24.77298
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_415.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_415.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_415.jpg,0,0,0,24.35009
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_498.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_498.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_498.jpg,0,0,0,24.08299
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_579.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_579.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_579.jpg,0,0,0,23.87443
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_647.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_647.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_647.jpg,0,0,0,23.68216
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_731.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_731.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_731.jpg,0,0.1991072,0,23.56499
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_815.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_815.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_815.jpg,0,0.4521604,0,23.68862
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_898.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_898.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_898.jpg,0,0.6997504,0,24.03297
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_57_965.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_57_965.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_57_965.jpg,0,0.9026284,0,24.61408
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_58_046.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_58_046.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_58_046.jpg,0,1,0,25.37555
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_58_114.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_58_114.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_58_114.jpg,0,1,0,25.94779
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_58_198.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_58_198.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_58_198.jpg,0,1,0,26.70641
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_58_281.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_58_281.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_58_281.jpg,-0.05,1,0,27.45849
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_58_364.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_58_364.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_58_364.jpg,-0.3,1,0,28.33849
/home/henry/Downloads/Autonomous Vehicles/IMG/center_2022_02_23_20_11_58_431.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/left_2022_02_23_20_11_58_431.jpg,/home/henry/Downloads/Autonomous Vehicles/IMG/right_2022_02_23_20_11_58_431.jpg,0,1,0,28.8874
